,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
80087,200603020001,2006,3,2,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,"24,891115","67,143311",1.0,0,,"03/02/2006: An unidentified driver detonated a car bomb while driving past the U.S. Consulate in Karachi, Pakistan killing a himself, a U.S. Consulate worker and at least three others. There was no responsibility immediately taken for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,U.S. Consulate,Unknown,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,,-9.0,,,,,,,,,-9.0,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,5.0,1.0,1.0,50.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Kenneth R. Bazinet, NO STOPPING BUSH. Pakistan blast fails to deter Prez's visit, Daily News (New York), March 3, 2006.","Isambard Wilkinson, American diplomat killed by car bomber, The Daily Telegraph (London), March 3, 2006.",,CETIS,-9,-9,1,1,,2006-03-02
80174,200603220002,2006,3,22,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Muqdadiyah,"33,953167","44,921906",1.0,0,,"03/22/2006: More than one hundred Iraqi insurgents attacked and killed 18 policemen using firearms as they stormed a prison 60 miles northeast of Baghdad, Iraq in Muqdadiya. All of the more than thirty prisoners in the prison were freed. No specific group was blamed for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,26.0,Prison/Jail,Unknown,Prison,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,The attack was meant to free the prisoners in the jail.,0.0,,,0,100.0,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,6.0,Explosives,7.0,Grenade,6.0,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,"More than 100 masked fighters surrounded the jail in Muqdadiya, 100 kilometers, or 60 miles, northeast of Baghdad, and blasted government buildings with mortars, grenades and machine guns",18.0,0.0,,,1.0,,0,,,,,0.0,,,,,,,,,,,,,,,,"Overwhelmed Iraqi forces radioed for help and U.S. helicopter gunships quickly responded. But as soon as they arrived, the helicopters were hit by rifle fire and one American was wounded.","Jeffrey Gettleman, “Insurgents storm jail in Sunni heartland; Dozens of rebels kill 18 police officers and free all prisoners in daybreak raid,” The International Herald Tribune, March 22, 2006.","Matthew Schofield, ""Insurgents storm base, free 30; 15 police killed,"" The Philadelphia Inquirer, March 22, 2006.","""Jail Stormed, 27 die in Baghdad,"" The Statesmen, March 22, 2006.",CETIS,-9,-9,0,-9,,2006-03-22
80573,200604170001,2006,4,17,,0,,97,Israel,10,Middle East & North Africa,Tel Aviv,Tel Aviv,"32,08297","34,811886",1.0,0,,"04/17/2006: A suicide bomber detonated an improvised explosive device (IED) outside of a restaurant in Tel Aviv, Tel Aviv, Israel. The explosion killed 11 civilians, wounded 66, and damaged the restaurant. Palestinian Islamic Jihad (PIJ) claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,1,Business,,,Civilians,Israeli Civilians,97.0,Israel,,,,,,,,,,,,,,,,,Palestinian Islamic Jihad (PIJ),,,,,,Unknown,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,11.0,1.0,1.0,66.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,A restaurant was significantly damaged.,0.0,,,,,,,,,,,,,,,,,"National Counter Terrorism Center, 2006 Report on Terrorism",,,CETIS,1,0,0,1,,2006-04-17
80580,200604210001,2006,4,21,,0,,4,Afghanistan,6,South Asia,Zabul,Unknown,"32,191878","67,189449",4.0,0,,04/21/2006: A patrol of American and Afghan troops came under attack in Zabol Province in Afghanistan. One American soldier was killed and an Afghan national army soldier was wounded. There was no claim of responsibility for the attack.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,U.S. Military Forces.,U.S. soldiers in a convoy in Zabul Province.,217.0,United States,4.0,Military,29.0,Military Unit/Patrol/Convoy,Afghan Military forces.,Afghan soldier in a convoy in Zabul Province.,4.0,Afghanistan,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""American Soldier Killed In Attack in Southern Afghan Province,” Peshawar Afghan Islamic Press, April 21, 2006.",,,CETIS,-9,-9,1,1,,2006-04-21
80674,200605100006,2006,5,10,,0,,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,"4,815554","7,049844",1.0,0,,"05/10/2006: An unidentified gunman on a motorcycle shot dead an American oil worker while he was driving to work in Port Harcourt,Nigeria. No group claimed responsibility for the attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,1.0,Gas/Oil/Electric,U.S. oil worker,Employee of Baker Hughes Inc.,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Nigerian police: American oil worker shot dead in southern city,"" Associated Press Worldstream, May 10, 2006",,,CETIS,-9,-9,1,1,,2006-05-10
80738,200605180002,2006,5,18,,0,,4,Afghanistan,6,South Asia,Herat,Herat,"34,346722","62,197315",1.0,0,The attack occurred on a road in the city of Herat.,"05/18/2006: In one of two suicide car bomb attacks in Afghanistan on this day (200605180001), a suicide attacker rammed his explosive-filled vehicle into another car in Herat, killing a US advisor to the Afghan police department and injuring an interpreter. No group claimed responsibility or was suspected.”",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A bomb-filled vehicle was used in the attack.,2.0,1.0,1.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The vehicles involved must have been damaged.,0.0,,,,,,,,,,,,,,,,,"“AFP: Second Suicide Attack Near Military Post in Afghanistan Kills Civilian,” Hong Kong AFP, May 18, 2006.","“AFP: More on Suicide Attack Kills Foreigner Believed To Be American,” Hong Kong AFP, May 18, 2006.","“AFP: Afghan Officials Say Suicide Attack Kills Foreigner Believed To Be American,” Hong Kong AFP, May 18, 2006.",CETIS,-9,-9,1,1,"200605180001, 200605180002",2006-05-18
80843,200606060002,2006,6,6,,0,,4,Afghanistan,6,South Asia,Nangarhar,Khogyani district,"34,229213","70,193208",3.0,0,,06/06/2006: Two Afghan army soldiers killed and two others wounded in roadside bomb attack in Nangarhar Afghanistan. Extremists blamed. No group claimed responsibility for the attack.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States convoy,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Two Soldiers Killed by Roadside Bomb in Nangarhar Province,” Peshawar Afghan Islamic Press, June 6, 2006.","“Program Summary: Kabul Tolu Television Dari,” Kabul Tolu Television, June 6, 2006.",,CETIS,-9,-9,1,1,,2006-06-06
81031,200607060002,2006,7,6,,0,,4,Afghanistan,6,South Asia,Helmand,Baghran,"33,076111","65,089722",1.0,0,,"07/06/2006: The Taliban attacked a coalition convoy in Afghanistan's Helmand Province. There was one coalition fatality and one coalition injury. In addition, there were at least five Taliban fatalities.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Convoy,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,0,,,-9.0,,,,,,,,,-9.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,6.0,1.0,5.0,1.0,,,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Noor Khan, “Coalition Soldier, 8 Taliban Fighters Killed in Southern Afghanistan,” The Associated Press, July 7, 2006.","“Coalition Soldier, Eight Rebels Killed in Afghanistan,” Agence France Presse, July 7, 2006.","“BBC Monitoring: Afghanistan Daily Security Roundup 7 Jul 06,” BBC Monitoring, July 7, 2006.",CETIS,0,1,1,1,,2006-07-06
81198,200607280004,2006,7,28,,0,,217,United States,1,North America,Washington,Seattle,"47,610786","-122,331306",1.0,0,,"7/28/2006: Naveed Afzal Haq forced his way into Jewish Federation of Greater Seattle, headquarters of the philanthropic organization, building by holding a gun to the head of a teenage girl.  He then shot 6 women working there, killing one of them and injuring the other five.  One of the victims called 911. Dispatchers calmed Haq and he exited the building with his hands on his head, where police arrested him.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,,,Jewish Philanthropic Organization,Jewish Federation of Greater Seattle,217.0,United States,,,,,,,,,,,,,,,,,Anti-Semitic extremists,,,,,,"Upon entering the building, Naveed Afzal Haq stated, ""I'm Muslim American.  I'm angry at Israel.""  He also stated to a 911 dispatcher that, ""These are Jews and I'm tired of getting pushed around and our people getting pushed around by the situation in the Middle East.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,0.0,5,Firearms,3.0,Handgun,,,,,,,,,,,,,,1.0,1.0,0.0,5.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,The mental state of the individual has been questioned.  He has been arrested in the past for indecent exposure and had a history of mental problems.,"Sharyn L. Decker, ""Multiple Charges Filed in Seattle Shootings Six were Attacked at Jewish Center"", The Washington Post, July 30, 2006.","Toby Harden, ""Muslim shoots six in the US and blames Israel"", The Sunday Telegraph, July 30, 2006.","Stuart Winter, ""Women are shot by gunman in rampage against US Jews"", Sunday Express, July 30, 2006.",UMD Miscellaneous,-9,-9,0,-9,,2006-07-28
81361,200608160001,2006,8,16,,0,,92,India,6,South Asia,Manipur,Imphal,"24,798346","93,94043",1.0,0,"Temple in the town of Imphal, India.","08/16/2006: Over 50 people were injured in a blast that took place in the crowded International Society for Krishna Consciousness temple complex during celebrations for a Hindu festival called Janmashtami. The attack occurred in the city of Imphal in India’s Manipur State, and no group claimed responsibility for the bombing.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,Indian Hindu Temple,International Society for Krishna Consciousness,92.0,India,,,,,,,,,,,,,,,,,Kanglei Yawol Kanna Lup (KYKL),,,,,,Possibly to kill the chief priest of the temple.,1.0,,,0,,,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,5.0,0.0,,50.0,5.0,,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"“Five dead in Indian Hindu temple blast; Americans, French among 50 injured,” BBC, August 16th, 2006.","“NE Militant Outdit KYKL Denies Role in 16 August Imphal ISKCON Temple Blasts,” The Indian Express, August 18, 2006.",,CETIS,0,0,0,0,,2006-08-16
81488,200609080006,2006,9,8,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,"34,516895","69,147011",1.0,0,,"09/08/2006: A suicide car bomber in Kabul, Afghanistan, killed 16 and wounded 29. Two US soldiers were killed and two US soldiers were wounded. The target of the attack was a NATO convoy. The Taliban are suspected.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,NATO,Unknown,422.0,International,14.0,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,Indiscriminate Afghan civilians in Kabul,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,0,1.0,0.0,-9.0,,,,,,,,,-9.0,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,17.0,2.0,1.0,29.0,2.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"“Suicide Car Bomb Near Kabul Kills 16,” Chinadaily.com.cn, September 9, 2006.","Carlotta Gall, Abdul Waheed Wafa, “Suicide bomber kills 13 near American Embassy in Kabul,” The International Herald Tribune, September 9, 2006.","Richard Norton-Taylor, Declan Walsh, “16 die in Kabul suicide bombing as Nato rows over sending more troops: Alliance's top commander disappointed by response: Germany and France under pressure at meeting,” The Guardian (London), September 9, 2006.",CETIS,0,1,1,1,,2006-09-08
81581,200609260019,2006,9,26,,0,,95,Iraq,10,Middle East & North Africa,Babil,Jurf al-Sakhr,"32,867008","44,220455",1.0,0,,"09/26/2006: A suicide bomber drove his explosives-laden car into a police station in Jurf al-Sakhr, killing two policemen. Eight US soldiers and four Iraqi policemen were injured in the attack. No group claimed responsibility for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police Officers,95.0,Iraq,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Multi-National Force – Iraq (MNF-I),Soldiers,217.0,United States,,,,,,,,,Unknown,,,,,,The attack was linked to the insurgency in Iraq against US and Iraqi Forces.,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,The bomb was a vehicular suicide bomb.,3.0,0.0,1.0,12.0,8.0,0.0,1,3.0,Minor (likely < $1 million),,The bomber drove his car into the police station.,0.0,,,,,,,,,,,,,,,,,"""Iraq: Five Bodies Found in Baghdad; Two Policemen Killed in Suicide Attack,"" Al-Sharqiyah Television, September 26, 2006.",,,CETIS,-9,-9,1,1,,2006-09-26
81867,200611160003,2006,11,16,,1,24-04-2008,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,"33,303566","44,371773",1.0,0,,"11/16/2006: Fourteen employees of the Crescent Security Group were taken hostage by militants claiming to belong to a previously unknown group called the Islamic Companies. Nine of the hostages were quickly released, however five remained captive. Four of the hostages were Americans and one was Austrian. Militiamen dressed as Iraqi police seized 19 trucks in the attack but only kept the five hostages. A video was released just over a month after the attack to verify the condition of the hostages. A year and a half later the last of the five bodies was recovered in Iraq; all five were killed.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,1,Business,13.0,Private Security Company/Firm,Crescent Security Group,Convoy,999.0,Multinational,3.0,Police,25.0,Police Security Forces/Officers,American Police,American police officers,217.0,United States,3.0,Police,25.0,Police Security Forces/Officers,Austrian Police,Austrian police officers,15.0,Austria,Islamic Companies,,,,,,Unknown,0.0,,,0,,,1.0,6.0,Video,,,,,,,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,,1.0,5.0,4.0,,524.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,"Demanded the U.S, leave Iraq and the release of unnamed prisoners","Bassem Mroue, “Convoy of Civilians Hijacked in Iraq,” Associated Press Online, November 17, 2006.","Hannah Allam, “Adbucted Contractors Appear in Videotape,” Knight Ridder Washington Bureau, December 27, 2006.","Steve Fainaru, “Authorities Identify Remains Of Two American Contractors,” The Washington Post, March 25, 2008.",CETIS,0,1,1,1,,2006-11-16
81979,200612030002,2006,12,3,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,"33,303566","44,371773",1.0,0,,"12/03/2006: Eleven people, including three US soldiers were killed in a mortar attack on a Shi'a district in Baghdad, Iraq. No claim of responsibility was reported.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Multi-National Force – Iraq (MNF-I),Unknown,217.0,United States,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Unknown,Civilians,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,14.0,3.0,,,0.0,,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Programme Summary of Egyptian Channel 1 TV news, Cairo Channel 1 TV, December 3, 2006",,,CETIS,-9,-9,1,1,,2006-12-03
82012,200612060001,2006,12,6,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,"31,631083","65,742226",1.0,0,,12/06/2006: A suspected Taliban suicide bomber killed two Americans and five Afghans outside the US Protection and Investigation (USPI) compound (a US security firm's office) in southern Kandahar (Province) city.,1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",U.S. Security Firms,US Protection and Investigation (USPI) compound,217.0,United States,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,0,,0.0,1.0,8.0,Personal claim,,,,,,,0.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,8.0,2.0,1.0,,,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,This was the ninth suicide attack of it's kind in two weeks.,"Eight Dead in Afghanistan Suicide Attack on US Security Firm USPI, December 6, 2006, Agence Frace-Presse.","Programme Summary of Afghan Kandahar (Province) TV news, December 6, 2006, Afghan Kandahar (Province) TV News","Taleban claim responsibility for suicide attack on US security firm, December 6, 2006, Kabul Pajhwok Afghan News",CETIS,0,1,1,1,,2006-12-06
82126,200701010002,2007,1,1,,0,,205,Thailand,5,Southeast Asia,Bangkok,Bangkok,"13,727896","100,524124",4.0,0,,"01/1/2007: Nine bombs in two waves killed two civilians and injured 34 in Bangkok, Thailand. There was no immediate claim of responsibility for the bombings.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Bangkok,205.0,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,3.0,0.0,0.0,38.0,1.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"Denis D. Gray, “Bombs rock Bangkok on New Year’s Eve; 2 Dead,” The Associated Press, January 1, 2007.","Seth Mydans, “Bombs in Bangkok Kill 2 and Wound More Than 30,” The New York Times, January 1, 2007.","Richard S. Ehrlich, “New year starts on bloody note in Thailand; 9 bombs rock Bangkok,” The Washington Times, January 1, 2007.",CETIS,-9,-9,0,-9,,2007-01-01
82143,200701050005,2007,1,5,,1,,95,Iraq,10,Middle East & North Africa,Basra,Basra,"30,510054","47,778095",1.0,0,,"01/05/2007: An American private contractor of JPI Worldwide, Ronald Withrow, and two Iraqi interpreters were kidnapped near Basra, Iraq, all three were murdered; there was no claim of responsibility.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,4.0,Multinational Corporation,JPI Worldwide,Ronald Withrow,217.0,United States,1.0,Business,,,JPI Worldwide,Iraqi Interpreters,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0,,,,,1.0,3.0,1.0,,-99.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,Three cars of gunmen ambushed and kidnapped the three from Al-Haritha area north of Basra while they traveled in their car.,"“US Citizen, Two Interpreters Kidnapped in Southern Iraq,” Agence France Presse, January 5, 2007.","“Two Interpreters of Kidnapped US Citizen Found Murdered,” Agence France Presse, January 6, 2007.","Steve Fainaru, “Authorities Identify Remains of Two American Contractors,” The Washington Post, March 25, 2008.",CETIS,-9,-9,1,1,,2007-01-05
